datetime,gsr,ir,accel_mag,gyro_mag,mag_mag,label
2025-04-22 05:54:00,-80.51,55589,0.99,0.07,0.91,hydrated
2025-04-22 05:55:00,-84.36,54757,1.05,0.05,0.83,hydrated
2025-04-22 05:56:00,-80.06,52980,0.97,0.01,0.95,hydrated
2025-04-22 05:57:00,-99.12,55958,0.97,0.06,0.92,hydrated
2025-04-22 05:58:00,-140.43,48320,0.94,0.09,0.83,mildly_dehydrated
2025-04-22 05:59:00,-190.71,46030,0.93,0.09,0.86,dehydrated
2025-04-22 06:00:00,-93.44,54546,1.01,0.05,0.79,hydrated
2025-04-22 06:01:00,-88.25,55308,1.02,0.07,0.8,hydrated
2025-04-22 06:02:00,-156.73,45024,1.04,0.08,0.83,dehydrated
2025-04-22 06:03:00,-77.24,55013,0.97,0.07,0.83,hydrated
2025-04-22 06:04:00,-88.04,55316,1.04,0.07,0.81,hydrated
2025-04-22 06:05:00,-97.99,54292,1.08,0.04,0.8,hydrated
2025-04-22 06:06:00,-79.37,53854,0.97,0.1,0.84,hydrated
2025-04-22 06:07:00,-102.45,51206,0.94,0.06,0.8,mildly_dehydrated
2025-04-22 06:08:00,-103.61,48494,0.96,0.05,0.77,mildly_dehydrated
2025-04-22 06:09:00,-97.6,54516,1.08,0.07,0.82,hydrated
2025-04-22 06:10:00,-199.3,44962,1.01,0.06,0.77,dehydrated
2025-04-22 06:11:00,-190.35,45637,0.93,0.09,0.81,dehydrated
2025-04-22 06:12:00,-121.16,51030,1.03,0.08,0.79,mildly_dehydrated
2025-04-22 06:13:00,-75.07,52950,0.94,0.04,0.84,hydrated
2025-04-22 06:14:00,-158.62,44446,1.03,0.05,0.91,dehydrated
2025-04-22 06:15:00,-89.64,55228,0.94,0.07,0.86,hydrated
2025-04-22 06:16:00,-165.15,42611,1.01,0.08,0.87,dehydrated
2025-04-22 06:17:00,-139.91,50438,1.04,0.08,0.83,mildly_dehydrated
2025-04-22 06:18:00,-87.73,52606,1.01,0.07,0.89,hydrated
2025-04-22 06:19:00,-96.82,55602,1.07,0.08,0.87,hydrated
2025-04-22 06:20:00,-157.27,45318,1.02,0.07,0.94,dehydrated
2025-04-22 06:21:00,-212.69,45817,0.97,0.09,0.91,dehydrated
2025-04-22 06:22:00,-198.54,43800,1.04,0.08,0.87,dehydrated
2025-04-22 06:23:00,-120.86,49846,1.01,0.06,0.87,mildly_dehydrated
2025-04-22 06:24:00,-211.87,44797,0.95,0.04,0.89,dehydrated
2025-04-22 06:25:00,-140.88,49386,0.97,0.07,0.82,mildly_dehydrated
2025-04-22 06:26:00,-81.66,55462,0.97,0.09,0.85,hydrated
2025-04-22 06:27:00,-98.72,52547,1.0,0.04,0.85,hydrated
2025-04-22 06:28:00,-169.63,45439,0.96,0.12,0.87,dehydrated
2025-04-22 06:29:00,-78.49,53483,0.92,0.09,0.85,hydrated
2025-04-22 06:30:00,-235.13,45271,1.07,0.05,0.88,dehydrated
2025-04-22 06:31:00,-105.25,50078,1.07,0.11,0.86,mildly_dehydrated
2025-04-22 06:32:00,-217.66,42221,0.96,0.05,0.87,dehydrated
2025-04-22 06:33:00,-169.52,47615,0.99,0.08,0.79,dehydrated
2025-04-22 06:34:00,-73.57,53862,0.94,0.07,0.78,hydrated
2025-04-22 06:35:00,-214.83,47323,0.93,0.11,0.87,dehydrated
2025-04-22 06:36:00,-94.39,54616,0.98,0.06,0.81,hydrated
2025-04-22 06:37:00,-183.3,47171,1.03,0.05,0.86,dehydrated
2025-04-22 06:38:00,-82.79,53574,0.94,0.05,0.85,hydrated
2025-04-22 06:39:00,-236.62,44856,1.01,0.09,0.78,dehydrated
2025-04-22 06:40:00,-202.07,43278,0.94,0.09,0.8,dehydrated
2025-04-22 06:41:00,-179.98,46006,1.08,0.11,0.85,dehydrated
2025-04-22 06:42:00,-86.17,52464,0.97,0.06,0.86,hydrated
2025-04-22 06:43:00,-131.63,48374,0.98,0.08,0.89,mildly_dehydrated
2025-04-22 06:44:00,-127.39,48989,0.99,0.05,0.85,mildly_dehydrated
2025-04-22 06:45:00,-82.94,55846,1.01,0.05,0.93,hydrated
2025-04-22 06:46:00,-178.36,46947,1.05,0.07,0.9,dehydrated
2025-04-22 06:47:00,-154.8,45007,1.0,0.1,0.91,dehydrated
2025-04-22 06:48:00,-76.56,55291,1.03,0.09,0.9,hydrated
2025-04-22 06:49:00,-156.6,43376,0.99,0.1,0.86,dehydrated
2025-04-22 06:50:00,-77.43,54475,1.04,0.09,0.83,hydrated
2025-04-22 06:51:00,-70.19,55083,1.07,0.08,0.86,hydrated
2025-04-22 06:52:00,-159.18,46887,1.06,0.12,0.8,dehydrated
2025-04-22 06:53:00,-84.63,54311,0.96,0.07,0.85,hydrated
2025-04-22 06:54:00,-194.27,45159,0.97,0.07,0.84,dehydrated
2025-04-22 06:55:00,-117.88,50429,1.04,0.09,0.95,mildly_dehydrated
2025-04-22 06:56:00,-140.93,49122,1.07,0.07,0.79,mildly_dehydrated
2025-04-22 06:57:00,-97.36,54652,0.98,0.05,0.84,hydrated
2025-04-22 06:58:00,-182.55,43245,0.9,0.07,0.87,dehydrated
2025-04-22 06:59:00,-218.13,45867,1.0,0.06,0.84,dehydrated
2025-04-22 07:00:00,-118.62,51664,1.11,0.05,0.79,mildly_dehydrated
2025-04-22 07:01:00,-188.51,43555,1.09,0.05,0.77,dehydrated
2025-04-22 07:02:00,-74.08,53393,0.94,0.08,0.88,hydrated
2025-04-22 07:03:00,-77.13,53848,0.94,0.08,0.84,hydrated
2025-04-22 07:04:00,-143.21,50882,1.06,0.09,0.85,mildly_dehydrated
2025-04-22 07:05:00,-134.92,49413,1.01,0.06,0.85,mildly_dehydrated
2025-04-22 07:06:00,-72.59,52294,1.05,0.09,0.86,hydrated
2025-04-22 07:07:00,-78.24,53210,1.06,0.05,0.9,hydrated
2025-04-22 07:08:00,-104.86,48653,1.0,0.03,0.88,mildly_dehydrated
2025-04-22 07:09:00,-228.93,42865,1.04,0.07,0.77,dehydrated
2025-04-22 07:10:00,-83.83,53716,0.96,0.11,0.9,hydrated
2025-04-22 07:11:00,-135.92,49646,1.08,0.05,0.83,mildly_dehydrated
2025-04-22 07:12:00,-126.14,49546,0.99,0.04,0.81,mildly_dehydrated
2025-04-22 07:13:00,-143.44,50590,0.99,0.08,0.86,mildly_dehydrated
2025-04-22 07:14:00,-145.65,48471,1.0,0.06,0.8,mildly_dehydrated
2025-04-22 07:15:00,-76.06,54746,1.08,0.07,0.84,hydrated
2025-04-22 07:16:00,-99.43,55730,1.02,0.03,0.81,hydrated
2025-04-22 07:17:00,-234.76,43922,0.96,0.08,0.85,dehydrated
2025-04-22 07:18:00,-122.1,50130,0.94,0.07,0.86,mildly_dehydrated
2025-04-22 07:19:00,-134.75,49077,1.0,0.07,0.81,mildly_dehydrated
2025-04-22 07:20:00,-97.32,55064,1.01,0.05,0.86,hydrated
2025-04-22 07:21:00,-75.55,54151,0.96,0.08,0.86,hydrated
2025-04-22 07:22:00,-91.7,54520,1.09,0.05,0.89,hydrated
2025-04-22 07:23:00,-77.93,53156,1.04,0.08,0.93,hydrated
2025-04-22 07:24:00,-190.26,42004,1.01,0.07,0.83,dehydrated
2025-04-22 07:25:00,-231.33,42831,0.91,0.08,0.79,dehydrated
2025-04-22 07:26:00,-72.43,53304,1.03,0.03,0.88,hydrated
2025-04-22 07:27:00,-88.66,53961,0.99,0.1,0.86,hydrated
2025-04-22 07:28:00,-83.08,52956,1.02,0.09,0.84,hydrated
2025-04-22 07:29:00,-110.96,48792,1.0,0.05,0.81,mildly_dehydrated
2025-04-22 07:30:00,-142.12,49924,1.08,0.11,0.83,mildly_dehydrated
2025-04-22 07:31:00,-143.8,51050,0.93,0.09,0.82,mildly_dehydrated
2025-04-22 07:32:00,-212.83,47932,1.03,0.07,0.82,dehydrated
2025-04-22 07:33:00,-83.79,55637,1.01,0.07,0.82,hydrated
2025-04-22 07:34:00,-181.5,46215,0.98,0.07,0.91,dehydrated
2025-04-22 07:35:00,-228.65,46859,0.94,0.11,0.85,dehydrated
2025-04-22 07:36:00,-89.51,54995,0.94,0.07,0.86,hydrated
2025-04-22 07:37:00,-211.43,47476,0.97,0.03,0.87,dehydrated
2025-04-22 07:38:00,-215.1,42788,1.08,0.11,0.83,dehydrated
2025-04-22 07:39:00,-91.28,52388,1.03,0.06,0.78,hydrated
2025-04-22 07:40:00,-101.8,50612,0.97,0.09,0.83,mildly_dehydrated
2025-04-22 07:41:00,-224.35,45498,0.97,0.09,0.83,dehydrated
2025-04-22 07:42:00,-100.57,49373,1.05,0.1,0.88,mildly_dehydrated
2025-04-22 07:43:00,-132.62,49468,0.96,0.09,0.84,mildly_dehydrated
2025-04-22 07:44:00,-95.79,52218,0.97,0.07,0.89,hydrated
2025-04-22 07:45:00,-74.36,54975,1.04,0.07,0.86,hydrated
2025-04-22 07:46:00,-71.92,52772,1.01,0.07,0.88,hydrated
2025-04-22 07:47:00,-99.09,55487,1.02,0.05,0.87,hydrated
2025-04-22 07:48:00,-99.23,53039,1.01,0.08,0.85,hydrated
2025-04-22 07:49:00,-103.17,49851,1.04,0.06,0.83,mildly_dehydrated
2025-04-22 07:50:00,-70.19,53335,1.03,0.06,0.94,hydrated
2025-04-22 07:51:00,-157.76,45077,1.03,0.06,0.89,dehydrated
2025-04-22 07:52:00,-70.69,52315,1.04,0.1,0.83,hydrated
2025-04-22 07:53:00,-90.62,52377,0.94,0.1,0.94,hydrated
2025-04-22 07:54:00,-147.98,48556,1.02,0.07,0.84,mildly_dehydrated
2025-04-22 07:55:00,-195.7,45316,1.04,0.09,0.89,dehydrated
2025-04-22 07:56:00,-76.31,52099,1.04,0.07,0.82,hydrated
2025-04-22 07:57:00,-138.54,50314,1.0,0.07,0.82,mildly_dehydrated
2025-04-22 07:58:00,-90.13,55260,1.02,0.06,0.91,hydrated
2025-04-22 07:59:00,-229.45,45658,0.91,0.06,0.86,dehydrated
2025-04-22 08:00:00,-108.78,51445,1.01,0.06,0.84,mildly_dehydrated
2025-04-22 08:01:00,-132.88,51875,1.0,0.08,0.85,mildly_dehydrated
2025-04-22 08:02:00,-79.73,52113,1.01,0.06,0.81,hydrated
2025-04-22 08:03:00,-119.3,51241,1.01,0.05,0.88,mildly_dehydrated
2025-04-22 08:04:00,-224.18,47807,0.98,0.08,0.84,dehydrated
2025-04-22 08:05:00,-94.09,52724,1.02,0.04,0.87,hydrated
2025-04-22 08:06:00,-107.57,51210,1.01,0.05,0.89,mildly_dehydrated
2025-04-22 08:07:00,-177.69,43016,1.05,0.09,0.83,dehydrated
2025-04-22 08:08:00,-160.16,43675,0.92,0.05,0.81,dehydrated
2025-04-22 08:09:00,-88.65,54265,0.91,0.08,0.88,hydrated
2025-04-22 08:10:00,-138.94,48197,0.99,0.06,0.86,mildly_dehydrated
2025-04-22 08:11:00,-86.94,54098,1.0,0.05,0.87,hydrated
2025-04-22 08:12:00,-72.02,54116,1.01,0.07,0.84,hydrated
2025-04-22 08:13:00,-82.6,54993,1.12,0.07,0.87,hydrated
2025-04-22 08:14:00,-79.53,55439,0.96,0.11,0.86,hydrated
2025-04-22 08:15:00,-238.84,46775,1.1,0.1,0.86,dehydrated
2025-04-22 08:16:00,-142.25,50153,1.03,0.06,0.83,mildly_dehydrated
2025-04-22 08:17:00,-238.99,47145,0.98,0.08,0.79,dehydrated
2025-04-22 08:18:00,-73.59,53672,0.94,0.07,0.82,hydrated
2025-04-22 08:19:00,-87.7,54361,0.98,0.09,0.83,hydrated
2025-04-22 08:20:00,-70.56,52480,0.97,0.05,0.88,hydrated
2025-04-22 08:21:00,-184.12,42243,0.99,0.07,0.77,dehydrated
2025-04-22 08:22:00,-166.22,43888,0.92,0.05,0.83,dehydrated
2025-04-22 08:23:00,-143.53,49962,0.96,0.06,0.85,mildly_dehydrated
2025-04-22 08:24:00,-111.46,50564,0.99,0.11,0.84,mildly_dehydrated
2025-04-22 08:25:00,-124.3,50781,1.04,0.04,0.85,mildly_dehydrated
2025-04-22 08:26:00,-90.49,52369,1.1,0.05,0.86,hydrated
2025-04-22 08:27:00,-105.36,49350,0.96,0.08,0.84,mildly_dehydrated
2025-04-22 08:28:00,-115.4,48421,1.09,0.05,0.93,mildly_dehydrated
2025-04-22 08:29:00,-82.99,55192,1.06,0.09,0.81,hydrated
2025-04-22 08:30:00,-70.27,53559,0.97,0.09,0.86,hydrated
2025-04-22 08:31:00,-247.41,43304,0.99,0.02,0.83,dehydrated
2025-04-22 08:32:00,-118.54,48770,0.99,0.06,0.96,mildly_dehydrated
2025-04-22 08:33:00,-189.85,45291,1.05,0.09,0.82,dehydrated
2025-04-22 08:34:00,-97.37,52793,0.96,0.09,0.77,hydrated
2025-04-22 08:35:00,-84.79,53386,1.0,0.09,0.86,hydrated
2025-04-22 08:36:00,-80.86,54263,0.99,0.13,0.86,hydrated
2025-04-22 08:37:00,-74.53,52041,1.05,0.06,0.91,hydrated
2025-04-22 08:38:00,-181.89,45769,1.0,0.04,0.87,dehydrated
2025-04-22 08:39:00,-176.2,42487,0.92,0.12,0.86,dehydrated
2025-04-22 08:40:00,-91.14,55812,0.93,0.07,0.85,hydrated
2025-04-22 08:41:00,-212.48,43155,0.95,0.07,0.83,dehydrated
2025-04-22 08:42:00,-190.14,42850,1.03,0.07,0.83,dehydrated
2025-04-22 08:43:00,-95.31,53779,1.03,0.09,0.86,hydrated
2025-04-22 08:44:00,-93.04,53918,0.96,0.11,0.79,hydrated
2025-04-22 08:45:00,-100.67,49900,0.99,0.04,0.86,mildly_dehydrated
2025-04-22 08:46:00,-198.59,43532,0.97,0.05,0.88,dehydrated
2025-04-22 08:47:00,-245.93,42259,0.99,0.08,0.87,dehydrated
2025-04-22 08:48:00,-215.99,46008,1.05,0.07,0.83,dehydrated
2025-04-22 08:49:00,-94.24,54810,0.94,0.08,0.93,hydrated
2025-04-22 08:50:00,-79.06,54558,0.96,0.09,0.8,hydrated
2025-04-22 08:51:00,-128.52,50806,0.99,0.09,0.89,mildly_dehydrated
2025-04-22 08:52:00,-90.74,54648,1.03,0.07,0.89,hydrated
2025-04-22 08:53:00,-174.99,47438,0.92,0.03,0.81,dehydrated
2025-04-22 08:54:00,-128.5,49294,1.03,0.07,0.86,mildly_dehydrated
2025-04-22 08:55:00,-73.07,52400,0.95,0.09,0.85,hydrated
2025-04-22 08:56:00,-72.99,54057,0.95,0.07,0.87,hydrated
2025-04-22 08:57:00,-77.48,55371,0.97,0.07,0.84,hydrated
2025-04-22 08:58:00,-166.7,46326,1.0,0.09,0.88,dehydrated
2025-04-22 08:59:00,-80.84,53341,0.91,0.07,0.86,hydrated
2025-04-22 09:00:00,-172.06,42191,1.06,0.07,0.85,dehydrated
2025-04-22 09:01:00,-234.06,47368,0.96,0.08,0.87,dehydrated
2025-04-22 09:02:00,-231.51,43815,1.13,0.07,0.82,dehydrated
2025-04-22 09:03:00,-143.59,49930,1.04,0.08,0.82,mildly_dehydrated
2025-04-22 09:04:00,-82.73,54964,0.99,0.07,0.89,hydrated
2025-04-22 09:05:00,-194.46,45621,1.01,0.08,0.81,dehydrated
2025-04-22 09:06:00,-71.53,53449,0.96,0.1,0.81,hydrated
2025-04-22 09:07:00,-75.37,53029,0.97,0.05,0.78,hydrated
2025-04-22 09:08:00,-70.3,53477,1.05,0.06,0.81,hydrated
2025-04-22 09:09:00,-128.84,50802,0.96,0.07,0.83,mildly_dehydrated
2025-04-22 09:10:00,-89.61,52979,0.93,0.09,0.85,hydrated
2025-04-22 09:11:00,-93.48,53066,1.12,0.1,0.89,hydrated
2025-04-22 09:12:00,-95.02,54461,1.09,0.07,0.83,hydrated
2025-04-22 09:13:00,-235.59,44959,1.06,0.07,0.82,dehydrated
2025-04-22 09:14:00,-149.03,50914,0.85,0.05,0.83,mildly_dehydrated
2025-04-22 09:15:00,-94.54,54941,0.94,0.08,0.8,hydrated
2025-04-22 09:16:00,-222.04,45941,0.88,0.09,0.82,dehydrated
2025-04-22 09:17:00,-108.93,50918,1.09,0.09,0.85,mildly_dehydrated
2025-04-22 09:18:00,-108.56,50127,1.01,0.06,0.87,mildly_dehydrated
2025-04-22 09:19:00,-80.59,54579,0.89,0.09,0.9,hydrated
2025-04-22 09:20:00,-144.54,48766,0.94,0.1,0.83,mildly_dehydrated
2025-04-22 09:21:00,-140.42,50233,1.02,0.04,0.85,mildly_dehydrated
2025-04-22 09:22:00,-129.58,48139,1.05,0.07,0.88,mildly_dehydrated
2025-04-22 09:23:00,-236.18,44314,1.02,0.08,0.85,dehydrated
2025-04-22 09:24:00,-79.66,55939,1.05,0.07,0.84,hydrated
2025-04-22 09:25:00,-78.92,53485,0.99,0.09,0.8,hydrated
2025-04-22 09:26:00,-133.33,50290,1.05,0.06,0.86,mildly_dehydrated
2025-04-22 09:27:00,-247.68,46750,0.9,0.05,0.87,dehydrated
2025-04-22 09:28:00,-139.23,49049,1.07,0.11,0.89,mildly_dehydrated
2025-04-22 09:29:00,-73.33,52174,0.95,0.11,0.79,hydrated
2025-04-22 09:30:00,-191.36,42117,1.1,0.09,0.83,dehydrated
2025-04-22 09:31:00,-90.11,55279,0.95,0.07,0.8,hydrated
2025-04-22 09:32:00,-76.51,55318,0.94,0.09,0.87,hydrated
2025-04-22 09:33:00,-78.87,52269,1.04,0.07,0.84,hydrated
2025-04-22 09:34:00,-102.76,51094,1.01,0.1,0.89,mildly_dehydrated
2025-04-22 09:35:00,-178.8,46052,0.94,0.07,0.87,dehydrated
2025-04-22 09:36:00,-98.81,55633,1.02,0.05,0.83,hydrated
2025-04-22 09:37:00,-166.96,43992,1.04,0.1,0.9,dehydrated
2025-04-22 09:38:00,-125.43,50748,1.01,0.08,0.85,mildly_dehydrated
2025-04-22 09:39:00,-84.15,53054,1.03,0.04,0.81,hydrated
2025-04-22 09:40:00,-88.4,55670,1.03,0.07,0.89,hydrated
2025-04-22 09:41:00,-197.82,43868,0.99,0.03,0.79,dehydrated
2025-04-22 09:42:00,-92.2,53158,0.97,0.05,0.79,hydrated
2025-04-22 09:43:00,-78.63,55947,1.08,0.06,0.76,hydrated
2025-04-22 09:44:00,-95.08,53568,0.96,0.08,0.83,hydrated
2025-04-22 09:45:00,-109.07,50494,0.94,0.08,0.75,mildly_dehydrated
2025-04-22 09:46:00,-198.44,42804,0.99,0.06,0.81,dehydrated
2025-04-22 09:47:00,-124.88,50729,0.93,0.08,0.85,mildly_dehydrated
2025-04-22 09:48:00,-240.01,46791,0.94,0.04,0.87,dehydrated
2025-04-22 09:49:00,-178.38,46655,1.01,0.05,0.9,dehydrated
2025-04-22 09:50:00,-174.31,46707,1.11,0.11,0.88,dehydrated
2025-04-22 09:51:00,-89.88,55206,1.03,0.06,0.88,hydrated
2025-04-22 09:52:00,-178.3,43119,1.01,0.05,0.85,dehydrated
2025-04-22 09:53:00,-106.96,51373,1.07,0.08,0.87,mildly_dehydrated
2025-04-22 09:54:00,-165.7,43056,0.95,0.05,0.82,dehydrated
2025-04-22 09:55:00,-231.78,47273,1.02,0.08,0.87,dehydrated
2025-04-22 09:56:00,-95.82,53595,0.96,0.04,0.86,hydrated
2025-04-22 09:57:00,-88.5,52185,0.96,0.09,0.89,hydrated
2025-04-22 09:58:00,-74.97,53942,0.9,0.11,0.88,hydrated
2025-04-22 09:59:00,-82.17,55971,1.01,0.05,0.83,hydrated
2025-04-22 10:00:00,-170.31,46717,1.03,0.06,0.81,dehydrated
2025-04-22 10:01:00,-84.95,55724,1.01,0.1,0.85,hydrated
2025-04-22 10:02:00,-247.11,46368,1.0,0.08,0.9,dehydrated
2025-04-22 10:03:00,-158.37,43060,0.93,0.05,0.84,dehydrated
2025-04-22 10:04:00,-200.33,45242,0.99,0.08,0.89,dehydrated
2025-04-22 10:05:00,-133.93,50696,1.01,0.05,0.9,mildly_dehydrated
2025-04-22 10:06:00,-95.07,54011,0.93,0.05,0.85,hydrated
2025-04-22 10:07:00,-74.31,52781,1.02,0.06,0.9,hydrated
2025-04-22 10:08:00,-85.43,54373,1.02,0.08,0.86,hydrated
2025-04-22 10:09:00,-140.66,51273,1.03,0.1,0.86,mildly_dehydrated
2025-04-22 10:10:00,-75.56,52346,0.98,0.12,0.85,hydrated
2025-04-22 10:11:00,-229.4,47382,1.01,0.08,0.82,dehydrated
2025-04-22 10:12:00,-91.0,54271,0.94,0.11,0.8,hydrated
2025-04-22 10:13:00,-81.07,53629,0.9,0.03,0.81,hydrated
2025-04-22 10:14:00,-127.66,48866,0.98,0.06,0.92,mildly_dehydrated
2025-04-22 10:15:00,-187.11,42000,0.94,0.07,0.86,dehydrated
2025-04-22 10:16:00,-116.76,48672,0.98,0.08,0.85,mildly_dehydrated
2025-04-22 10:17:00,-120.27,50238,0.9,0.07,0.81,mildly_dehydrated
2025-04-22 10:18:00,-157.71,47234,1.08,0.11,0.84,dehydrated
2025-04-22 10:19:00,-224.74,44929,0.99,0.06,0.92,dehydrated
2025-04-22 10:20:00,-143.7,49757,1.02,0.06,0.85,mildly_dehydrated
2025-04-22 10:21:00,-115.33,48912,0.94,0.07,0.82,mildly_dehydrated
2025-04-22 10:22:00,-147.29,50351,0.96,0.09,0.88,mildly_dehydrated
2025-04-22 10:23:00,-202.89,47979,1.0,0.08,0.82,dehydrated
2025-04-22 10:24:00,-80.42,55489,0.99,0.06,0.88,hydrated
2025-04-22 10:25:00,-91.17,52505,0.99,0.09,0.79,hydrated
2025-04-22 10:26:00,-74.64,53541,0.99,0.08,0.89,hydrated
2025-04-22 10:27:00,-222.6,42161,1.04,0.06,0.84,dehydrated
2025-04-22 10:28:00,-104.96,51814,1.05,0.09,0.85,mildly_dehydrated
2025-04-22 10:29:00,-75.94,54236,1.0,0.09,0.88,hydrated
2025-04-22 10:30:00,-209.06,42867,0.99,0.1,0.84,dehydrated
2025-04-22 10:31:00,-139.15,48684,1.06,0.08,0.91,mildly_dehydrated
2025-04-22 10:32:00,-209.54,44952,0.92,0.08,0.79,dehydrated
2025-04-22 10:33:00,-88.35,54002,0.96,0.06,0.8,hydrated
2025-04-22 10:34:00,-130.73,49144,0.95,0.08,0.9,mildly_dehydrated
2025-04-22 10:35:00,-225.01,42840,0.98,0.05,0.8,dehydrated
2025-04-22 10:36:00,-130.13,49491,1.08,0.06,0.73,mildly_dehydrated
2025-04-22 10:37:00,-243.99,42802,0.97,0.04,0.85,dehydrated
2025-04-22 10:38:00,-73.67,52693,1.0,0.06,0.79,hydrated
2025-04-22 10:39:00,-80.57,54332,1.0,0.07,0.84,hydrated
2025-04-22 10:40:00,-77.35,54341,0.98,0.08,0.82,hydrated
2025-04-22 10:41:00,-91.25,54626,1.02,0.06,0.89,hydrated
2025-04-22 10:42:00,-76.03,54711,1.04,0.06,0.94,hydrated
2025-04-22 10:43:00,-125.22,49810,1.01,0.06,0.88,mildly_dehydrated
2025-04-22 10:44:00,-246.34,47278,0.98,0.09,0.87,dehydrated
2025-04-22 10:45:00,-146.06,49695,0.95,0.07,0.82,mildly_dehydrated
2025-04-22 10:46:00,-99.18,54516,0.99,0.11,0.84,hydrated
2025-04-22 10:47:00,-80.73,52005,0.9,0.09,0.89,hydrated
2025-04-22 10:48:00,-86.66,53373,1.02,0.08,0.85,hydrated
2025-04-22 10:49:00,-72.8,52349,1.0,0.05,0.75,hydrated
2025-04-22 10:50:00,-86.77,54500,1.01,0.07,0.89,hydrated
2025-04-22 10:51:00,-149.87,50519,1.01,0.07,0.74,mildly_dehydrated
2025-04-22 10:52:00,-112.81,48908,1.03,0.05,0.79,mildly_dehydrated
2025-04-22 10:53:00,-125.8,49838,1.01,0.11,0.91,mildly_dehydrated
2025-04-22 10:54:00,-77.63,55556,0.9,0.06,0.84,hydrated
2025-04-22 10:55:00,-97.95,55211,0.96,0.06,0.9,hydrated
2025-04-22 10:56:00,-137.02,48472,1.04,0.04,0.82,mildly_dehydrated
2025-04-22 10:57:00,-99.36,54308,0.96,0.06,0.82,hydrated
2025-04-22 10:58:00,-116.54,48810,0.98,0.08,0.81,mildly_dehydrated
2025-04-22 10:59:00,-92.39,52296,0.97,0.09,0.83,hydrated
2025-04-22 11:00:00,-181.16,47251,0.99,0.05,0.88,dehydrated
2025-04-22 11:01:00,-152.98,46892,0.95,0.07,0.85,dehydrated
2025-04-22 11:02:00,-247.14,42241,0.99,0.06,0.82,dehydrated
2025-04-22 11:03:00,-87.85,55085,0.92,0.07,0.84,hydrated
2025-04-22 11:04:00,-118.67,50286,1.01,0.07,0.81,mildly_dehydrated
2025-04-22 11:05:00,-87.39,53290,0.93,0.03,0.89,hydrated
2025-04-22 11:06:00,-224.06,47426,1.06,0.05,0.82,dehydrated
2025-04-22 11:07:00,-92.92,55009,0.9,0.07,0.89,hydrated
2025-04-22 11:08:00,-200.66,46874,1.02,0.05,0.92,dehydrated
2025-04-22 11:09:00,-99.1,54370,0.99,0.09,0.86,hydrated
2025-04-22 11:10:00,-79.69,55520,0.99,0.09,0.86,hydrated
2025-04-22 11:11:00,-162.63,42449,0.95,0.05,0.86,dehydrated
2025-04-22 11:12:00,-247.3,46077,1.05,0.1,0.78,dehydrated
2025-04-22 11:13:00,-77.86,55577,1.0,0.09,0.88,hydrated
2025-04-22 11:14:00,-135.88,49155,1.02,0.09,0.86,mildly_dehydrated
2025-04-22 11:15:00,-181.41,43311,0.92,0.06,0.85,dehydrated
2025-04-22 11:16:00,-90.89,54695,0.98,0.06,0.86,hydrated
2025-04-22 11:17:00,-125.05,48843,1.04,0.09,0.78,mildly_dehydrated
2025-04-22 11:18:00,-95.34,53926,0.97,0.02,0.91,hydrated
2025-04-22 11:19:00,-80.33,52467,0.98,0.05,0.8,hydrated
2025-04-22 11:20:00,-82.13,54319,0.97,0.09,0.86,hydrated
2025-04-22 11:21:00,-115.52,49546,0.93,0.04,0.94,mildly_dehydrated
2025-04-22 11:22:00,-74.71,52097,0.97,0.1,0.84,hydrated
2025-04-22 11:23:00,-80.98,54537,1.04,0.06,0.82,hydrated
2025-04-22 11:24:00,-104.2,48733,1.0,0.04,0.86,mildly_dehydrated
2025-04-22 11:25:00,-216.02,46825,0.96,0.04,0.91,dehydrated
2025-04-22 11:26:00,-70.48,52264,1.01,0.07,0.89,hydrated
2025-04-22 11:27:00,-148.4,48085,1.04,0.05,0.83,mildly_dehydrated
2025-04-22 11:28:00,-217.09,44220,1.03,0.08,0.88,dehydrated
2025-04-22 11:29:00,-77.02,54953,1.06,0.03,0.84,hydrated
2025-04-22 11:30:00,-135.86,50717,1.0,0.08,0.87,mildly_dehydrated
2025-04-22 11:31:00,-118.45,51736,1.02,0.04,0.87,mildly_dehydrated
2025-04-22 11:32:00,-139.21,50223,1.07,0.08,0.79,mildly_dehydrated
2025-04-22 11:33:00,-94.05,52794,0.96,0.08,0.81,hydrated
2025-04-22 11:34:00,-79.36,54811,1.03,0.07,0.89,hydrated
2025-04-22 11:35:00,-173.71,44039,0.99,0.08,0.82,dehydrated
2025-04-22 11:36:00,-95.91,53175,1.1,0.07,0.86,hydrated
2025-04-22 11:37:00,-182.86,43860,1.04,0.06,0.92,dehydrated
2025-04-22 11:38:00,-164.31,44354,0.88,0.05,0.84,dehydrated
2025-04-22 11:39:00,-179.41,47372,0.9,0.05,0.85,dehydrated
2025-04-22 11:40:00,-88.94,54201,0.94,0.06,0.85,hydrated
2025-04-22 11:41:00,-150.73,47515,1.0,0.09,0.87,dehydrated
2025-04-22 11:42:00,-92.33,54489,1.01,0.06,0.91,hydrated
2025-04-22 11:43:00,-71.68,52864,1.01,0.06,0.88,hydrated
2025-04-22 11:44:00,-162.31,42590,1.03,0.05,0.84,dehydrated
2025-04-22 11:45:00,-194.45,47009,0.98,0.08,0.83,dehydrated
2025-04-22 11:46:00,-75.76,54316,0.98,0.07,0.8,hydrated
